number,country,city,location,address,latitude,longitude
422,Italia,Cremona,Altele,"Piazza Aldo Moro 16, 26100 Cremona",45.15481714,10.00295767
423,Italia,Lodi,Altele,"Via Paolo Gorini 21, 26900 Lodi",45.31150429,9.5074396
424,Italia,Monza,Altele,"Via D`Annunzio 35, 20900 Monza",45.56344044,9.26486596
425,Italia,Monza,Altele,"Via D`Annunzio 35, 20900 Monza",45.56344044,9.26486596
426,Italia,Monza,Altele,"Via D`Annunzio 35, 20900 Monza",45.5634182,9.2650002
427,Italia,Mantova,Altele,"Via Facciotto 7, 46100 Mantova",45.14563557,10.78703731
428,Italia,Montichiari,Altele,"Via Trieste 26, 25018 Montichiari",45.41224707,10.39189701
429,Italia,Pavia,Altele,"Via Ezechiele Acerbi 27, 27100 Pavia",45.1995139,9.1617913
430,Italia,Romano di Lombardia,Altele,"Piazza Roma 1, 24058 Romano di Lombardia",45.52120178,9.75589538
431,Italia,Rovereto,Altele,"Via Benacense 33,  38068 Rovereto",45.87992139,11.03384746
432,Italia,Sesto San Giovanni,Altele,"Via Maestri del Lavoro 10, 20099 Sesto San Giovanni",45.52997519,9.23136141
433,Italia,Trento,Altele,"Via del Loghet 65, 38121 Trento",46.12078049,11.09315615
434,Italia,Varese,Altele,"Via Oriani 121, 21100 Varese",45.816492,8.82076482
435,Italia,Torino,Altele,"Sala Polivalente, Via  Leoncavallo n. 17, cod poștal  10154, Torino",45.08566386,7.6976929
436,Italia,Torino,Altele,"Sala Polivalente, Via  Leoncavallo n. 17, cod poștal  10154, Torino",45.08566386,7.6976929
437,Italia,Torino,Altele,"Sala Polivalente, Via  Leoncavallo n. 17, cod poștal  10154, Torino",45.08566386,7.6976929
438,Italia,Torino,Altele,"Sala Congressi, Via Millio n. 20, cod poștal  10141, Torino",45.0579553,7.65188707
439,Italia,Torino,Altele,"Sala Congressi, Via Millio n. 20, cod poștal  10141, Torino",45.05785602,7.65190882
440,Italia,Torino,Altele,"Ex Centro Orientamento  Scolastico Professionale (C.O.S.P.) Via Bardassano, 5/a, Torino (TO), cod poștal 10132",45.06719419,7.7113312
441,Italia,Alba,Altele,"Località Piana Biglini (ex scuola infirmieristica), Corso Unità d’Italia n. 76,  cod poștal 12051, Alba (CN)",44.70875788,8.0018762
442,Italia,Alessandria,Altele,"Sala riunioni - Ex Circoscrizione Europista (Taglieria del Pelo) - via Wagner 38/D, Alessandria (AL)  cod poștal 15121",44.90552437,8.61634496
443,Italia,Aosta,Altele,"Salone della Biblioteca comunale, Viale Europa n. 5, Aosta (AO)  cod poștal, 11100",45.73402808,7.29707831
444,Italia,Asti,Altele,"Salone Consiliare (c/o Palazzo della Provincia di Asti), Piazza  Alfieri nr 33, Asti (AT), cod poștal 14100",44.89912447,8.20735719
445,Italia,Biella,Altele,"Agora Palace Hotel, Sala  Lamarmora, Via Alfonso  Lamarmora n. 13/A, cod poștal  13900, Biella (BI)",45.56170466,8.05600904
446,Italia,Carmagnola,Altele,"Via Bobba 6, Carmagnola, cod poștal 10022",44.84725115,7.72037075
447,Italia,Chieri,Altele,"Auditorium Leo Chiosso (ex  Sala Conceria), Via Conceria, 2, Chieri, cod poștal 10023",45.0130916,7.82008919
448,Italia,Chivasso,Altele,"Via Baraggino n. 76, c/o Campus Associazioni ex TAV, casetta 00, cod poștal 10034, Chivasso",45.20299026,7.88530341
449,Italia,Cirie,Altele,"Sala Conferenze, Centro Socio Culturale, Corso Nazioni Unite n. 32, cod poștal 10073 Ciriè",45.23579548,7.60695933
450,Italia,Collegno,Altele,"PalaCollegno, Via Antica di Rivoli n. 21, Collegno (TO) cod poștal 10093",45.08222176,7.56076764
451,Italia,Cuneo,Altele,"Salone del Meet, Via Carlo  Sigismondo Leutrum, n. 7,  Cuneo (CN) cod poștal 12100",44.39546768,7.55195457
452,Italia,Genova,Altele,"Sala Colombo c/o atrio Regione Liguria, Via Fieschi n. 15, cod poștal 16121 Genova (GE)",44.40367993,8.93511127
453,Italia,Imperia,Altele,"Lungomare Marina d`Italia, Molo San Lazzaro, Locale artigianale nr. 4, cod poștal 18100, Imperia (IM)",43.88088405,8.02183653
454,Italia,Ivrea,Altele,"Ex Campo Helios Rocco, Sede  Alpini, Gruppo di San Bernardo,  Cantone Aprato Arbore, Ivrea  (TO), cod poștal 10015",45.43243097,7.87874152
455,Italia,La Spezia,Altele,"Centro Civico Nord, Largo Vivaldi n. 2, Fossitermi, cod poștal 19122 La Spezia (SP)",44.11513928,9.8129843
456,Italia,Moncalieri,Altele,"Salone Polivalente Centro  Polifunzionale di Santa Maria,  Via Santa Maria n. 27,  Moncalieri (TO), cod poștal  10024",44.99355361,7.66544814
457,Italia,Mondovi,Altele,"Salone del Centro Anziani di  Carassone, Via del Campo n. 5,   Mondovì (CN), cod poștal  12084",44.39832482,7.8322665
458,Italia,Nichelino,Altele,"Sala Mattei del Comune, Piazza G. di Vittorio n. 1, piano 2°, cod poștal 10042 Nichelino (TO)",44.99516197,7.64745581
459,Italia,Novara,Altele,"Parohia ortodoxă Sfântul  Nectarie Taumaturgul, Corso  Trieste, n. 105, cod poștal   28100 Novara (NO)",45.45364295,8.6546246
460,Italia,Pinerolo,Altele,"Centro Incontro, Via Clemente  Lequio n. 36, cod poștal 10064, Pinerolo (TO)",44.8848921,7.32943714
461,Italia,Sanremo,Altele,"Sala parter Palafiori, Corso G.  Garibaldi, cod poștal 18038 Sanremo (IM)",43.81923427,7.77919811
462,Italia,Savona,Altele,"Asilo delle Piramidi, ex sede del consiglio  V° Circoscrizione, Corso Giuseppe Mazzini nr. 25, Savona (SV), cod poștal 17100",44.30368364,8.47702689
463,Italia,Settimo Torinese,Altele,"Oratorio San Pietro in Vincoli, ingresso da Via Teologo Giovanni Antonino n. 9/B, angolo Via Dante Alighieri cod poștal 10036 Settimo Torinese  (TO)",45.13685149,7.77042749
464,Italia,Susa,Altele,"Sala del Castello della Contessa Adelaide, Via Impero Romano n.  2, cod poștal 10059 Susa (TO)",45.13585798,7.04414544
465,Italia,Tortona,Altele,"Sala Polifunzionale Mons.  Francesco Remotti, ex Caserma Passalacqua, Via Milazzo n. 1, cod poștal 15057 Tortona (AL)",44.89344846,8.8595754
466,Italia,Verbania,Altele,"Centro Sociale Renco, Via  Renco n. 36, cod poștal 28923 Pallanza (VB)",45.94822447,8.55220388
467,Italia,Vercelli,Altele,"Palazzo Comunale, sala parter,  Piazza del Municipio n. 2,  Vercelli (VC), cod poștal 13100",45.32424987,8.42322958
468,Italia,Trieste,Consulat General,"Via Udine 11, 34132 Trieste",45.65766849,13.7739713
469,Italia,Cervignano del Friuli,Altele,"Via Carnia 22, 33052 Cervignano del Friuli",45.83317458,13.33274468
470,Italia,Udine,Altele,"Sala Polifunzionale Sguerzi, Via S. Stefano 5A, 33100 Udine",46.04978429,13.22677274
471,Italia,Pordenone,Altele,"Piazza Don Giuseppe Lozer n.1,  33170 Pordenone",45.9683615,12.6789108
472,Italia,Prata di Pordenone,Altele,"Ex scuola primaria Villanova di Prata, Via Monde 2, 33080 Prata di Pordenone",45.86595077,12.56714482
473,Italia,Venezia,Institut cultural român,"Cannaregio, 2214, 30121 Venezia",45.44311787,12.33178287
474,Italia,San Donà di Piave,Altele,"Casa Saretta, Via Pralungo 12, 30027 San Donà di Piave",45.63497691,12.56444974
475,Italia,Treviso,Altele,"Sala Conferenze presso lHotel  Maggior Consiglio, Via  Terraglio 140, 31100 Treviso",45.64790169,12.24109469
476,Italia,Castelfranco Veneto,Altele,"Centro Culturale Due Mulini,  Via Marsala 1/a, 31033 Castelfranco Veneto",45.67713129,11.9186027
477,Italia,Oderzo,Altele,"Via Comunale di Faè 53, 31046 Oderzo",45.76106769,12.46750425
478,Italia,Padova,Altele,"Sala ""F. Barison"" Piazza Metelli 1, 35136 Padova",45.42591,11.84506
479,Italia,Albignasego,Altele,"Sala Riunioni del Municipio, Via Milano 7, 35020 Albignasego",45.34583092,11.87420413
480,Italia,Cadoneghe,Altele,"Via Pio X 1/A, 35010 Cadoneghe",45.43633667,11.9625786
481,Italia,Limena,Altele,"Sala Barchessina, Via Roma 44, 35010 Limena",45.47897018,11.84395911
482,Italia,Abano Terme,Altele,"Via San Pio X, 3, 35031 Abano Terme",45.3571764,11.801647
483,Italia,Rovigo,Altele,"Via Ramazzina n. 2, 45100 Granzette, Rovigo",45.095118,11.7718588
484,Italia,Verona,Altele,"Sala della Pace, Via Tevere 38, 37136 Verona",45.41751667,10.96080758
485,Italia,Verona,Altele,"Ex Sala Consiliare, Piazza  Madonna di Campagna 1/a,  37132 Verona",45.43062129,11.04986614
486,Italia,Villafranca di Verona,Altele,"Centro Sociale, Via Rinaldo 9/A, 37069 Villafranca di Verona",45.35009359,10.84538721
487,Italia,Valeggio sul Mincio,Altele,"Localita San Graziano 8, presso  Mercato ortofrutticolo, 37067 Valeggio sul Mincio",45.34284332,10.73835285
488,Italia,Cerea,Altele,"Sala Civica, Via Olmo 1, frazione di Aselogna, 37053 Cerea",45.19176554,11.31116298
489,Italia,Vicenza,Altele,"Centro Civico Riviera Berica,  Via Enrico De Nicola n. 8,  36100 Vicenza",45.5079627,11.56726355
490,Italia,Schio,Altele,"Sala Norma Cossetto, Via Pasini n. 47, 36015 Schio",45.71275918,11.3567252
491,Japonia,Tokyo,Ambasadă,"3-16-19 Nishi-Azabu, Minatoku, Tokyo, 106-0031",35.65799171,139.72444682
492,R.Kazahstan,Astana,Ambasadă,"str. Saraișâk 28, cod poștal 010000, Astana",51.13408591,71.42618402
493,Kenya,Nairobi,Ambasadă,"Eagle Park Estate along PanAfrican Insurance Av., Block  7785/1284, Runda, Nairobi",-1.2078302,36.81598214
494,Kuweit,Kuweit,Ambasadă,"Kaifan, Block 4, strada Mina, Villa 34, cod poștal 71804",29.33500301,47.96409532
495,Republica Libaneză,Beirut,Ambasadă,"Baabda, Rue du Palais  Presidentiel, Street 68, nr.30",33.84402566,35.53856976
496,Lituania,Vilnius,Ambasadă,"Gaono g. 6, LT- 01131, Vilnius",54.6806198,25.28642884
497,Letonia,Riga,Altele,"Brivibas iela 97, Riga LV 1001",56.9611429,24.1323296
498,Luxemburg,Luxemburg,Altele,"Hotel Sofitel Luxembourg  Europe (Kirchberg), Rue du Fort  Niedergrünewald, 6, cod poștal  2226, Luxembourg",49.62068716,6.14400953
499,Luxemburg,Luxemburg,Altele,"Hotel Sofitel Luxembourg  Europe (Kirchberg), Rue du Fort  Niedergrünewald, 6, cod poștal  2226, Luxembourg",49.62057852,6.14418021
500,Luxemburg,Luxemburg,Altele,"Hotel Sofitel Luxembourg  Europe (Kirchberg), Rue du Fort  Niedergrünewald, 6, cod poștal  2226, Luxembourg",49.62044279,6.14420145
501,Macedonia de Nord,Skopje,Ambasadă,"Strada Rajko Zinzifov, nr. 42, 1000",41.99763897,21.41856191
502,Malaysia,Kuala Lumpur,Ambasadă,"114, Jalan Damai (off Jalan Ampang), 55000, Kuala Lumpur",3.16316756,101.73026327
503,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Westminster,Institut cultural român,"Romanian Cultural Institute, 1  Belgrave Square, Belgravia,  London SW1X 8PH",51.5002701,-0.1540188
504,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Westminster,Institut cultural român,"Romanian Cultural Institute, 1  Belgrave Square, Belgravia,  London SW1X 8PH",51.5002701,-0.1540188
505,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Tottenham Court Road,Altele,"The Swiss Church in London, 79  Endell Street, London  WC2H9DY",51.51533056,-0.12621075
506,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-White City,Altele,"Brickfields Hall, GradPad 80, Wood Lane, London W12 0BZ",51.51646506,-0.22511894
507,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Newham,Altele,"Ascot Community Centre, Star  Lane, Canning Town, London  E16 4PR",51.51950905,0.01189709
508,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Stratford,Altele,"The Dome, University of East  London, Stratford Campus,  Water Lane London E15 4LZ",51.54411536,0.00953827
509,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Harrow,Altele,"Harrow Leisure Centre,  Christchurch Ave, Sports Hall 3,  Harrow, London HA3 5BD",51.59261364,-0.327599
510,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Harrow,Altele,"The Sangat Centre, 28A Sancroft  Road, Harrow, London HA3  7NS",51.59755754,-0.32716767
511,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Harrow,Altele,"St Panteleimon Greek Orthodox  Community in Harrow and  Districts 660 Kenton Road (at  the back of the church), Harrow, London HA3 9QN",51.58581803,-0.2865261
512,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Wembley,Altele,"Sudbury Primary School,  Watford Road, Wembley,  London HA0 3EY",51.55935325,-0.31966258
513,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Brent,Altele,"Bridge Park Community Leisure  Centre, Brentfield, London  NW10 0RG",51.54322927,-0.27135453
514,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra- Brent,Altele,"Bridge Park Community Leisure  Centre, Brentfield, London  NW10 0RG",51.54337099,-0.27156466
515,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Redbridge,Altele,"Redbridge Central Library, Clements Road, The Gloucester and York room, Ilford, London IG1 1EA",51.55814599,0.07501723
516,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Redbridge,Altele,"Kenneth More Theatre, Oakfield Rd, Ilford IG1 1BT",51.5585123,0.0752235
517,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Waltham Forest,Altele,"Restaurant Ambassador, 270  High Road, Leytonstone,  London E11 3HS",51.5553817,0.0057252
518,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Waltham Forest,Altele,"Walthamstow Leisure Centre  243 Markhouse Road, London E17 8RN",51.5760183,-0.0287788
519,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Barking and Dagenham,Altele,"The Wilds  Ecology Centre  (Barking Riverside), Northgate Rd, Barking IG11 0SQ",51.5254201,0.1246706
520,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Barking and Dagenham,Altele,"MAKE IT Barking, Factory 15  Ground Floor, 15 Linton Rd.,  Barking IG11 8HE",51.53899944,0.07818065
521,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Barnet,Altele,"The Old Library, The  Concourse, Grahame Park,  London NW9 5XA",51.60180091,-0.24509583
522,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Hounslow,Altele,"WeAre1 Community Care, Alf  Chandler Centre, Benson Cl,  Hounslow TW3 3QX",51.46555659,-0.3728354
523,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Hounslow,Altele,"St Marys Church (St Mary’s  Millennium Hall), Spring Grove,  Osterley Road, Isleworth TW7  4PW",51.48107127,-0.34279469
524,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Haringey,Altele,"Green Rooms Hotel, 13-27  Station Rd, 3rd floor, London  N22 6UW",51.59693928,-0.11081432
525,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Enfield,Altele,"Dharma Hall Venue, 442-446  Hertford Road, Enfield, London  EN3 5QH",51.66488563,-0.04432263
526,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Greenwich,Altele,"Forum at Greenwich - Caledonian Hall, Trafalgar  Road, Greenwich, London SE10  9EQ",51.48531377,0.0048462
527,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Romford,Altele,"Chadwell Heath Community  Centre, 255 High Road,  Romford, London RM6 6AS",51.57255759,0.1431031
528,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Croydon,Altele,"London Croydon Aerodrome Hotel, 680 Purley Way, Dakota meeting room, Croydon, London CR9 4LT",51.35721309,-0.11712649
529,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Richmond,Altele,"Sudbrook School, The Village Hall, Bute Avenue, Petersham,  Richmond, London TW10 7AX",51.44328484,-0.30087873
530,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Hillingdon,Altele,"Navnat Centre, Printing House Lane, Hayes,  London UB3 1AR",51.50888601,-0.42526719
531,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Hillingdon,Altele,"The Lightinghouse Centre, 51  Queens Walk,  South Ruislip,  London HA4 0NL",51.56202921,-0.39157919
532,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Lewisham,Altele,"Goldsmiths, University of  London, Richard Hoggart  Building, Great Hall/RHB 356, 8  Lewisham Way, London SE14  6NW",51.47440897,-0.03516558
533,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Merton,Altele,"Banner, Wimbletech  Zone 2, Wimbledon Hill Road (entrance  via Compton Road),  London SW19 7NB",51.4225261,-0.20775746
534,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Bromley,Altele,"Avis Hotel Ltd, 33 Rodway  Road, Bromley, Kent, London  BR13JP",51.41198166,0.02140493
535,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Southwark,Altele,"Pembroke House, 80 Tatum Street, London SE17 1QR",51.4905662,-0.08529837
536,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Wandsworth,Altele,"Studio 25, 4 Royal Victoria  Patriotic Building, John Archer  Way, London SW18 3SX",51.45339417,-0.17440163
537,Regatul Unit al Marii Britanii și Irlandei de Nord,Londra-Bexley,Altele,"The City of God 193 Crayford  Road, Crayford, London DA1  4HA",51.45148176,0.17898596
538,Regatul Unit al Marii Britanii şi Irlandei de Nord,Basildon,Altele,"Miorita Mediterranean Grays, 4  Cromwell Road, Grays RM17  5HF",51.47956944,0.32537627
539,Regatul Unit al Marii Britanii şi Irlandei de Nord,Basildon,Altele,"Best Western The Thurrock  Hotel, Ship Ln, Aveley, Purfleeton-Thames, Purfleet RM19 1YN",51.48867195,0.26531487
540,Regatul Unit al Marii Britanii şi Irlandei de Nord,Bedford,Altele,"Mercure Bedford Centre Hotel - Pilgrim Suite, 2 St Marys St,  Bedford MK42 0AR",52.13391019,-0.46570666
541,Regatul Unit al Marii Britanii şi Irlandei de Nord,Bournemouth,Altele,"Mad4Dance Studio, 61-63  Bargates, Christchurch BH23  1QE",50.73740135,-1.78055082
542,Regatul Unit al Marii Britanii şi Irlandei de Nord,Brighton And Hove,Altele,"Holiday Inn Brighton - Seafront  - Glyndebourne Suite, 137 Kings  Rd, Brighton and Hove,  Brighton BN1 2JF",50.8223888,-0.15245903
543,Regatul Unit al Marii Britanii şi Irlandei de Nord,Bristol,Altele,"Holiday Inn Bristol City Centre,  Bond St, St Pauls, Bristol BS1  3LE",51.4598625,-2.589358
544,Regatul Unit al Marii Britanii şi Irlandei de Nord,Bristol,Altele,"The Harbourside Pavilion, 1  Hannover Quay,  Harbourside, Bristol BS1 5JE",51.44816369,-2.6016829
545,Regatul Unit al Marii Britanii şi Irlandei de Nord,Cambridge,Altele,"St. Lukes Church Centre - The  Old School, Victoria Rd, Arbury,  Cambridge CB4 3DZ",52.21580521,0.11635086
546,Regatul Unit al Marii Britanii şi Irlandei de Nord,Canterbury,Altele,"Tur 1: University of Kent, Sports  Centre, (Entrance to car park off  Park Wood Rd), CT2 7NL  Tur 2: University of Kent,  Darwin Conference Suite, Darwin College, Darwin Road, Canterbury, Kent CT2 7NY",51.2972726,1.06458408
547,Regatul Unit al Marii Britanii şi Irlandei de Nord,Cardiff,Altele,"Cardiff Metropolitan University,  Conference Rooms 2&3, Cyncoed Campus, Cyncoed Road, Cardiff, CF23 6XD",51.51011256,-3.16137283
548,Regatul Unit al Marii Britanii şi Irlandei de Nord,Colchester,Altele,"HeadGate Theatre - Rehearsal  Room, 14 Chapel St North,  Colchester, Essex CO2 7AT",51.88707328,0.89694089
549,Regatul Unit al Marii Britanii şi Irlandei de Nord,Cornwall,Altele,"Roswarne House, Tehidy Rd, Camborne TR14 8FE",50.21681859,-5.29793041
550,Regatul Unit al Marii Britanii şi Irlandei de Nord,Crawley,Altele,"Crowne Plaza London Gatwick  Hotel - Windsor Suite, Langley Drive, Crawley RH11 7SX",51.12517832,-0.19015268
551,Regatul Unit al Marii Britanii şi Irlandei de Nord,Epping,Altele,"Regus - Epping, The Civic  Building, 323 High St, Epping  CM16 4BZ",51.70126945,0.11433033
552,Regatul Unit al Marii Britanii şi Irlandei de Nord,Exeter,Altele,"Exeter Community Centre, 17  St. Davids Hill, Exeter, EX4  3RG",50.72533227,-3.5374562
553,Regatul Unit al Marii Britanii şi Irlandei de Nord,Gloucester,Altele,"Mercure Gloucester Bowden  Hall Hotel, Bondend Ln, Upton  St Leonards, Gloucester GL4  8ED",51.83409874,-2.1883307
554,Regatul Unit al Marii Britanii şi Irlandei de Nord,Hatfield,Altele,"White Hart Queensway, Hatfield, AL10 0LW",51.76276954,-0.22515807
555,Regatul Unit al Marii Britanii şi Irlandei de Nord,Hereford,Altele,"Hereford Racecourse, Hummingbird room, Roman Road, Hereford HR4 9QU",52.07497603,-2.72916415
556,Regatul Unit al Marii Britanii şi Irlandei de Nord,Ipswich,Altele,"Novotel Ipswich Centre, Grey Friars Rd, Ipswich IP1 1UP",52.0533843,1.15292324
557,Regatul Unit al Marii Britanii şi Irlandei de Nord,Jersey,Altele,"St Heliers Town Hall, 50 York Street, St Helier JE4 8PA",49.18588191,-2.10974114
558,Regatul Unit al Marii Britanii şi Irlandei de Nord,Luton,Altele,"Sundon Park Baptist Church,  Main Church Hall, 244 Sundon  Road, Luton, LU3 3AL",51.91683873,-0.47061998
559,Regatul Unit al Marii Britanii şi Irlandei de Nord,Luton,Altele,"The Chiltern Hotel, Waller Avenue, Luton LU4 9RU",51.89263405,-0.45203109
560,Regatul Unit al Marii Britanii şi Irlandei de Nord,Maidstone,Altele,"Orida Hotel Maidstone, Bearsted Rd, Maidstone, Kent ME14 5AA",51.2854401,0.5458381
561,Regatul Unit al Marii Britanii şi Irlandei de Nord,Milton Keynes,Altele,"Margaret Powell House, 423  Midsummer Blvd, Milton  Keynes MK9 3BN",52.04008129,-0.76186122
562,Regatul Unit al Marii Britanii şi Irlandei de Nord,Milton Keynes,Altele,"Margaret Powell House, 423  Midsummer Blvd, Milton  Keynes MK9 3BN",52.03996949,-0.7621773
563,Regatul Unit al Marii Britanii şi Irlandei de Nord,Norwich,Altele,"Norman Centre, Appleyard and  Bignold Rooms, Bignold Road,  Norwich NR3 2QZ",52.65088283,1.27361231
564,Regatul Unit al Marii Britanii şi Irlandei de Nord,Oxford,Altele,"St Peters Church - Old School  Room, First Turn, Wolvercote,  Oxford OX2 8AQ",51.78494774,-1.28116148
565,Regatul Unit al Marii Britanii şi Irlandei de Nord,Peterborough,Altele,"Peterborough Asylum and  Refugee Community Association  (PARCA), Unity Hall ,  Northfield Road, Peterborough,  PE1 3QH",52.58989149,-0.24927639
566,Regatul Unit al Marii Britanii şi Irlandei de Nord,Plymouth,Altele,"The Duke of Cornwall Hotel,  Millbay Road, Plymouth,  Devon, PL1 3LG",50.36770853,-4.14994946
567,Regatul Unit al Marii Britanii şi Irlandei de Nord,Portsmouth,Altele,"Havant Methodist Church,  Petersfield Road, Havant PO9  2HU",50.85856389,-0.98241775
568,Regatul Unit al Marii Britanii şi Irlandei de Nord,Reading,Altele,"Reading Business Centre, 8th  Floor, Fountain House, 2 Queens  Walk, Reading RG1 7QF",51.45488148,-0.97732153
569,Regatul Unit al Marii Britanii şi Irlandei de Nord,Rugby,Altele,"The Grill Father, Restaurant  Romanesc, 233 Lawford Road,  Rugby CV2 12JG",52.37464967,-1.27989413
570,Regatul Unit al Marii Britanii şi Irlandei de Nord,Salisbury,Altele,"The Guildhall, Market Place, Salisbury, Wiltshire SP1 1JH",51.06899134,-1.79443972
571,Regatul Unit al Marii Britanii şi Irlandei de Nord,Southhampton,Altele,"Leonardo Hotel Southampton, 1  Charlotte Place, Southampton,  SO14 0TB",50.91089713,-1.40118209
572,Regatul Unit al Marii Britanii şi Irlandei de Nord,Stoke-On-Trent,Altele,"Casa Argeseana, 22 Huntbach  Street, Hanley, Stoke-on-Trent  ST1 2BL",53.02709639,-2.17270705
573,Regatul Unit al Marii Britanii şi Irlandei de Nord,Swansea,Altele,"Delta Hotels by Marriott Swansea, Trawler Rd, Maritime  Quarter, Swansea SA1 3SS",51.61388819,-3.94428273
574,Regatul Unit al Marii Britanii şi Irlandei de Nord,Swindon,Altele,"Blunsdon House Hotel, The  Ridge, Blunsdon, Wiltshire,  SN26 7AS",51.61419642,-1.78850616
575,Regatul Unit al Marii Britanii şi Irlandei de Nord,Taunton,Altele,"Albemarle Centre, Albemarle Road, Taunton TA1 1BA",51.0212197,-3.10415837
576,Regatul Unit al Marii Britanii şi Irlandei de Nord,Watford,Altele,"Leonardo Hotel Watford, Suite  3, 31 - 35 Clarendon Road, Watford, WD17 1JA",51.65829468,-0.39733433
577,Canada,Windsor,Altele,"Macdonald Windsor Hotel, 23 High Street, Windsor SL4 1LH",51.48233256,-0.60750669
578,Regatul Unit al Marii Britanii şi Irlandei de Nord,Woking,Altele,"ARCH Alpha Road Community  Hall, Alpha Road, Woking GU22  8HF",51.32581514,-0.53874049
579,Regatul Unit al Marii Britanii şi Irlandei de Nord,Worcester,Altele,"Worcester Racecourse,  Pitchcroft, Worcester WR1 3EJ",52.19659863,-2.23182147
580,Regatul Unit al Marii Britanii și Irlandei de Nord,Manchester,Consulat General,"9 Cooper Street, Manchester, M2  2FW",53.47930065,-2.24249237
581,Regatul Unit al Marii Britanii și Irlandei de Nord,Manchester,Consulat General,"9 Cooper Street, Manchester, M2  2FW",53.47930065,-2.24249237
582,Regatul Unit al Marii Britanii și Irlandei de Nord,Bolton,Altele,"Bolton Masonic Hall, Institute St, Bolton BL1 1PZ",53.57827737,-2.42427291
583,Regatul Unit al Marii Britanii și Irlandei de Nord,Newcastle upon Tyne,Altele,"Riverside Community Health  Project, Carnegie Building,  Atkinson Road, Benwell,  Newcastle upon Tyne, Tyne and  Wear, NE4 8XS",54.97033093,-1.66147626
584,Regatul Unit al Marii Britanii și Irlandei de Nord,Leeds,Altele,"St Aidans Church Leeds, Elford Place West, Leeds LS8 5QD",53.8126171,-1.520717
585,Regatul Unit al Marii Britanii și Irlandei de Nord,Leeds,Altele,"Horizon Leeds, 2 Brewery  Wharf, Kendall Street, Leeds,  LS10 1JR",53.7934704,-1.53877735
586,Regatul Unit al Marii Britanii și Irlandei de Nord,Liverpool,Altele,"Avenue HQ Mann Island, 17  Mann Island, Liverpool,  L3  1BP",53.40344221,-2.99354289
587,Regatul Unit al Marii Britanii și Irlandei de Nord,Preston,Altele,"The Catherine Beckett  Community Centre, Deepdale  Enclosure, 112 Deepdale Road,  Preston, PR1 5AR",53.76480668,-2.69179193
588,Regatul Unit al Marii Britanii și Irlandei de Nord,Hull,Altele,"Jubilee Central, 62 King Edward Street, Hull, HU1 3SQ",53.7459688,-0.34113043
589,Regatul Unit al Marii Britanii și Irlandei de Nord,Doncaster,Altele,"C-view, Church View, Doncaster, DN1 1AF",53.52585549,-1.13675096
590,Regatul Unit al Marii Britanii și Irlandei de Nord,Sheffield,Altele,"Mercure Sheffield St Paul’s  Hotel & Spa, 119 Norfolk St,  Sheffield City Centre, Sheffield  S1 2JE",53.38011078,-1.46858582
591,Regatul Unit al Marii Britanii și Irlandei de Nord,Nottingham,Altele,"Castle Cavendish Works,  Dorking Road, Radford, Nottingham, NG7 5PN",52.96122193,-1.17506133
592,Regatul Unit al Marii Britanii și Irlandei de Nord,Loughborough,Altele,"Fearon Hall, Rectory Road,  Loughborough, Leicestershire,  LE11 1PL",52.7752472,-1.20404041
